user,click_1,click_2,click_3,click_4,click_5,conversion,value
4731,b,a,,,,1,49
4732,b,b,a,,,0,0
4733,c,,,,,0,0
4734,a,d,c,,,1,45
4735,d,b,,,,0,0
4736,a,,,,,0,0
4737,d,c,c,,,0,0
4738,d,b,,,,0,0
4739,c,b,,,,0,0
4740,a,d,b,d,d,0,0
4741,a,a,d,,,0,0
4742,c,,,,,0,0
4743,c,b,a,d,,0,0
4744,b,a,a,,,1,35
4745,c,,,,,0,0
4746,c,b,a,a,,0,0
4747,c,d,,,,1,49
4748,b,c,,,,0,0
4749,a,,,,,0,0
4750,a,a,d,a,,0,0
4751,b,b,b,,,1,44
4752,d,,,,,0,0
4753,c,c,b,c,,1,33
4754,d,b,,,,0,0
4755,c,a,a,d,a,0,0
4756,b,d,b,a,c,1,44
4757,a,a,a,,,0,0
4758,d,a,,,,0,0
4759,c,a,a,b,d,0,0
4760,c,d,c,,,0,0
4761,b,,,,,0,0
4762,c,d,,,,1,41
4763,c,b,,,,0,0
4764,b,,,,,0,0
4765,b,b,,,,0,0
4766,d,c,,,,0,0
4767,c,b,c,,,0,0
4768,b,d,c,,,0,0
4769,c,d,,,,0,0
4770,a,a,,,,1,32
4771,c,c,d,b,a,0,0
4772,b,b,a,b,,0,0
4773,b,d,b,,,0,0
4774,d,c,d,c,,0,0
4775,b,b,c,a,,0,0
4776,a,,,,,0,0
4777,b,,,,,0,0
4778,d,a,b,,,0,0
4779,b,,,,,0,0
4780,b,,,,,0,0
4781,a,d,,,,0,0
4782,d,,,,,0,0
4783,b,d,,,,0,0
4784,c,a,b,a,a,0,0
4785,b,b,,,,0,0
4786,a,d,c,c,d,0,0
4787,c,a,,,,0,0
4788,a,b,b,c,b,1,39
4789,d,a,c,,,0,0
4790,d,d,,,,0,0
4791,d,d,,,,1,39
4792,b,,,,,0,0
4793,a,d,d,a,,1,43
4794,d,,,,,0,0
4795,c,a,c,,,1,42
4796,b,b,,,,0,0
4797,d,c,b,b,a,0,0
4798,d,d,b,c,d,0,0
4799,d,,,,,0,0
4800,b,a,d,c,,1,50
4801,a,a,b,,,0,0
4802,d,b,b,,,0,0
4803,c,a,,,,0,0
4804,b,c,d,,,0,0
4805,a,c,a,b,a,0,0
4806,c,d,c,,,0,0
4807,a,c,d,d,b,0,0
4808,b,,,,,0,0
4809,b,c,b,c,,0,0
4810,a,,,,,0,0
4811,a,a,a,,,0,0
4812,b,d,b,b,c,1,47
4813,b,c,b,c,b,0,0
4814,c,,,,,0,0
4815,d,b,,,,0,0
4816,b,c,d,,,0,0
4817,b,,,,,0,0
4818,d,d,b,d,,0,0
4819,c,b,,,,0,0
4820,d,c,,,,1,32
4821,d,d,,,,0,0
4822,c,c,b,a,b,1,46
4823,d,,,,,0,0
4824,a,a,d,d,a,0,0
4825,c,,,,,0,0
4826,b,a,b,,,0,0
4827,a,a,a,d,b,1,35
4828,d,d,b,c,b,1,50
4829,b,a,,,,0,0
4830,b,a,b,,,1,41
4831,d,a,b,b,,0,0
4832,b,a,a,b,,0,0
4833,c,,,,,0,0
4834,a,d,c,,,0,0
4835,d,a,,,,0,0
4836,a,c,a,,,0,0
4837,a,a,a,,,0,0
4838,c,b,b,b,b,0,0
4839,a,c,,,,0,0
4840,a,a,c,,,1,48
4841,d,d,a,c,a,1,32
4842,b,c,b,,,0,0
4843,d,c,d,b,d,0,0
4844,a,a,c,d,,0,0
4845,b,a,a,b,a,0,0
4846,a,,,,,0,0
4847,c,b,b,a,,0,0
4848,d,c,b,a,a,1,49
4849,d,d,c,b,d,0,0
4850,c,b,a,a,c,0,0
4851,c,a,b,b,c,0,0
4852,a,a,c,b,,0,0
4853,b,b,,,,1,30
4854,b,,,,,0,0
4855,b,a,,,,0,0
4856,a,c,c,,,0,0
4857,b,b,,,,0,0
4858,a,,,,,0,0
4859,d,b,d,c,b,1,45
4860,d,,,,,0,0
4861,a,b,d,d,,0,0
4862,a,c,a,,,1,38
4863,b,a,a,,,1,36
4864,a,d,c,d,d,0,0
4865,c,b,c,,,0,0
4866,a,b,,,,1,50
4867,d,a,a,b,a,0,0
4868,a,d,c,d,d,0,0
4869,a,d,d,d,,0,0
4870,b,c,,,,1,48
4871,c,,,,,0,0
4872,d,c,,,,0,0
4873,b,a,d,d,,0,0
4874,c,b,c,d,a,1,43
4875,b,b,a,b,b,0,0
4876,d,,,,,0,0
4877,a,,,,,0,0
4878,d,c,,,,1,35
4879,b,,,,,0,0
4880,a,d,d,,,0,0
4881,b,,,,,0,0
4882,d,,,,,0,0
4883,a,,,,,0,0
4884,b,d,c,d,,0,0
4885,d,c,d,c,d,1,38
4886,b,c,d,d,,1,31
4887,b,c,b,,,0,0
4888,a,b,,,,0,0
4889,b,a,a,d,,1,35
4890,d,b,b,b,,0,0
4891,c,d,a,b,b,0,0
4892,b,a,c,,,0,0
4893,d,c,b,a,,0,0
4894,c,,,,,0,0
4895,d,c,,,,0,0
4896,c,c,c,c,d,1,35
4897,d,c,b,,,0,0
4898,c,a,d,,,0,0
4899,d,a,b,a,,0,0
4900,d,c,,,,0,0
4901,c,,,,,0,0
4902,b,,,,,0,0
4903,a,b,c,,,0,0
4904,c,d,d,,,0,0
4905,a,a,d,d,,0,0
4906,d,,,,,0,0
4907,d,,,,,0,0
4908,c,,,,,0,0
4909,d,,,,,1,31
4910,d,,,,,0,0
4911,c,,,,,0,0
4912,a,d,a,c,,0,0
4913,b,d,,,,0,0
4914,c,,,,,0,0
4915,d,c,,,,0,0
4916,a,b,c,b,b,0,0
4917,a,,,,,0,0
4918,c,a,b,b,a,1,36
4919,b,,,,,0,0
4920,d,,,,,0,0
4921,a,,,,,0,0
4922,a,c,b,c,,0,0
4923,b,,,,,0,0
4924,a,b,d,,,0,0
4925,c,c,c,c,,0,0
4926,b,d,c,a,,1,45
4927,b,d,d,b,,0,0
4928,b,d,d,c,d,1,36
4929,d,d,d,a,a,0,0
4930,b,,,,,0,0
4931,d,b,,,,0,0
4932,b,c,c,d,,1,37
4933,b,a,d,b,,0,0
4934,a,,,,,0,0
4935,b,c,,,,0,0
4936,a,b,,,,0,0
4937,a,a,c,b,,0,0
4938,b,b,c,,,1,46
4939,c,b,,,,0,0
4940,a,a,b,a,d,0,0
4941,a,d,b,b,,0,0
4942,d,,,,,0,0
4943,d,d,,,,0,0
4944,d,b,b,d,d,0,0
4945,a,b,c,,,0,0
4946,b,c,b,,,0,0
4947,c,,,,,1,37
4948,c,,,,,0,0
4949,c,a,,,,0,0
4950,b,d,,,,0,0
4951,b,d,,,,0,0
4952,a,a,b,c,c,0,0
4953,a,d,a,d,,0,0
4954,d,d,d,a,b,1,33
4955,c,a,a,a,d,0,0
4956,c,,,,,0,0
4957,b,b,d,b,c,0,0
4958,c,,,,,0,0
4959,b,,,,,0,0
4960,c,b,a,,,0,0
4961,a,d,d,b,,1,50
4962,c,b,b,d,a,0,0
4963,d,d,,,,0,0
4964,d,d,,,,0,0
4965,d,d,,,,0,0
4966,a,,,,,0,0
4967,d,,,,,0,0
4968,c,c,d,,,0,0
4969,a,,,,,0,0
4970,a,c,a,d,,0,0
4971,d,b,c,c,,1,46
4972,a,c,c,,,0,0
4973,a,d,,,,0,0
4974,d,d,,,,0,0
4975,a,b,b,b,d,1,46
4976,c,d,b,,,0,0
4977,a,,,,,1,44
4978,c,d,,,,0,0
4979,b,b,b,,,0,0
4980,d,c,c,a,,0,0
4981,b,,,,,0,0
4982,c,d,,,,0,0
4983,a,a,a,,,1,32
4984,a,,,,,0,0
4985,c,,,,,0,0
4986,a,,,,,0,0
4987,c,d,b,,,0,0
4988,b,,,,,0,0
4989,c,c,,,,0,0
4990,c,a,d,a,,1,32
4991,d,d,d,c,,0,0
4992,a,,,,,0,0
4993,c,d,d,b,d,0,0
4994,d,c,c,a,d,1,38
4995,a,a,d,d,b,0,0
4996,a,d,a,a,a,0,0
4997,d,a,,,,0,0
4998,b,a,,,,0,0
4999,a,c,,,,0,0
5000,b,b,d,d,d,0,0
5001,b,d,c,a,c,1,49
5002,b,,,,,0,0
5003,b,,,,,0,0
5004,d,,,,,0,0
5005,a,d,,,,0,0
5006,d,b,b,b,,0,0
5007,d,d,d,a,,1,35
5008,d,c,d,d,d,0,0
5009,d,c,,,,0,0
5010,a,a,a,c,d,0,0
5011,a,,,,,0,0
5012,c,c,d,d,,0,0
5013,b,b,c,,,0,0
5014,b,,,,,0,0
5015,b,d,c,,,0,0
5016,c,d,a,b,,1,47
5017,c,,,,,0,0
5018,d,b,b,d,c,0,0
5019,b,a,c,,,0,0
5020,c,c,b,d,c,0,0
5021,d,,,,,0,0
5022,c,,,,,0,0
5023,a,a,d,,,0,0
5024,d,d,c,c,a,0,0
5025,d,b,b,b,c,0,0
5026,b,d,a,,,0,0
5027,d,d,b,d,b,1,31
5028,b,d,,,,0,0
5029,c,,,,,0,0
5030,b,d,b,,,0,0
5031,d,,,,,0,0
5032,a,c,,,,1,37
5033,c,,,,,0,0
5034,c,c,c,d,c,0,0
5035,a,,,,,0,0
5036,b,,,,,0,0
5037,c,b,,,,1,37
5038,c,a,a,a,,0,0
5039,c,,,,,0,0
5040,a,c,,,,0,0
5041,d,b,a,b,c,0,0
5042,c,c,,,,0,0
5043,a,a,d,,,1,33
5044,b,d,,,,0,0
5045,a,a,a,,,1,49
5046,c,c,c,b,,1,37
5047,b,a,a,,,0,0
5048,d,a,a,a,a,0,0
5049,a,c,c,,,1,42
5050,b,b,,,,0,0
5051,d,c,d,c,,0,0
5052,b,a,b,,,0,0
5053,d,b,,,,1,39
5054,b,a,,,,0,0
5055,b,c,a,,,1,47
5056,b,,,,,0,0
5057,b,d,,,,1,33
5058,b,,,,,0,0
5059,d,b,,,,0,0
5060,c,b,d,,,0,0
5061,c,,,,,0,0
5062,a,d,c,,,1,47
5063,b,,,,,0,0
5064,d,d,b,b,,0,0
5065,d,b,c,d,c,0,0
5066,a,c,b,a,,1,35
5067,c,a,b,,,0,0
5068,c,,,,,0,0
5069,d,,,,,0,0
5070,b,b,c,b,c,0,0
5071,c,a,c,a,d,0,0
5072,c,b,c,c,d,0,0
5073,c,d,d,a,a,1,30
5074,c,,,,,0,0
5075,b,,,,,0,0
5076,b,a,c,c,,0,0
5077,a,d,,,,0,0
5078,b,d,c,,,0,0
5079,a,d,b,a,b,0,0
5080,b,,,,,0,0
5081,a,c,c,,,1,42
5082,d,b,,,,0,0
5083,a,c,,,,0,0
5084,a,c,,,,0,0
5085,a,c,,,,0,0
5086,c,a,c,d,,1,40
5087,c,c,c,d,c,0,0
5088,d,,,,,0,0
5089,a,,,,,0,0
5090,c,b,c,c,,0,0
5091,a,d,d,b,,1,38
5092,a,c,d,b,,1,30
5093,a,b,,,,0,0
5094,b,,,,,0,0
5095,b,d,b,d,d,0,0
5096,a,,,,,0,0
5097,b,,,,,0,0
5098,b,a,d,,,0,0
5099,c,c,b,,,0,0
5100,d,a,d,b,,0,0
5101,c,d,c,b,a,0,0
5102,b,,,,,0,0
5103,b,d,,,,0,0
5104,b,b,d,,,0,0
5105,b,b,b,c,a,0,0
5106,d,c,,,,0,0
5107,a,d,c,,,0,0
5108,d,b,a,b,a,0,0
5109,c,b,c,d,,1,32
5110,c,c,d,,,0,0
5111,d,c,a,d,,0,0
5112,d,,,,,0,0
5113,c,d,b,,,0,0
5114,c,a,,,,0,0
5115,d,c,a,b,,0,0
5116,a,d,,,,1,43
5117,c,c,a,d,b,0,0
5118,d,b,b,b,,1,44
5119,c,d,,,,0,0
5120,b,a,a,a,,0,0
5121,a,c,,,,0,0
5122,d,c,d,,,0,0
5123,b,b,d,,,1,50
5124,a,d,a,c,d,0,0
5125,a,b,d,d,a,1,36
5126,c,,,,,0,0
5127,d,b,b,c,,0,0
5128,d,a,a,c,,0,0
5129,a,c,a,b,,0,0
5130,a,d,,,,1,47
5131,a,a,a,b,,0,0
5132,b,d,a,c,,1,42
5133,b,a,b,a,d,1,43
5134,a,d,d,c,a,0,0
5135,d,c,a,b,d,0,0
5136,a,a,c,d,,0,0
5137,d,c,c,c,,1,30
5138,c,d,b,c,,0,0
5139,b,c,a,d,c,1,40
5140,a,b,b,d,d,1,49
5141,a,d,d,,,0,0
5142,b,a,,,,0,0
5143,d,,,,,0,0
5144,d,d,,,,0,0
5145,b,,,,,0,0
5146,c,,,,,0,0
5147,a,b,d,b,,0,0
5148,a,,,,,0,0
5149,a,,,,,0,0
5150,c,a,b,b,,0,0
5151,b,b,d,d,a,0,0
5152,d,d,,,,0,0
5153,a,c,b,b,c,1,35
5154,d,a,b,d,b,0,0
5155,c,b,,,,0,0
5156,a,a,d,,,0,0
5157,b,a,a,b,,1,44
5158,c,,,,,0,0
5159,d,c,,,,0,0
5160,c,,,,,0,0
5161,d,,,,,0,0
5162,b,c,c,d,c,0,0
5163,b,c,,,,0,0
5164,c,,,,,0,0
5165,d,a,,,,0,0
5166,b,d,c,,,0,0
5167,d,b,,,,0,0
5168,b,a,b,,,0,0
5169,a,c,c,b,d,0,0
5170,c,,,,,0,0
5171,c,a,,,,0,0
5172,a,b,b,a,,1,39
5173,a,d,c,c,,0,0
5174,c,c,,,,1,36
5175,b,d,d,d,a,1,45
5176,a,d,d,,,0,0
5177,b,c,c,a,c,0,0
5178,c,d,d,,,0,0
5179,a,,,,,1,39
5180,d,d,a,c,,0,0
5181,c,a,,,,0,0
5182,d,,,,,0,0
5183,c,,,,,1,38
5184,b,c,d,d,d,1,31
5185,d,d,,,,0,0
5186,c,,,,,0,0
5187,b,,,,,1,30
5188,d,a,d,,,0,0
5189,c,a,,,,0,0
5190,d,,,,,0,0
5191,a,a,b,d,a,0,0
5192,c,a,a,c,,0,0
5193,a,d,d,,,0,0
5194,c,a,c,,,0,0
5195,a,a,d,,,0,0
5196,c,a,c,,,0,0
5197,b,a,d,b,,0,0
5198,b,b,b,c,b,0,0
5199,b,a,,,,0,0
5200,d,a,,,,0,0
5201,a,b,c,,,0,0
5202,d,b,a,c,,1,43
5203,d,,,,,0,0
5204,c,c,,,,0,0
5205,a,a,b,,,0,0
5206,b,d,d,d,a,0,0
5207,b,a,d,b,a,1,42
5208,c,d,d,a,c,0,0
5209,a,b,,,,0,0
5210,a,d,,,,0,0
5211,a,c,c,b,,0,0
5212,c,,,,,0,0
5213,b,,,,,1,34
5214,a,b,,,,0,0
5215,c,d,,,,0,0
5216,a,c,d,,,1,33
5217,c,,,,,0,0
5218,a,c,b,,,0,0
5219,a,,,,,1,40
5220,d,a,b,c,d,0,0
5221,b,d,,,,0,0
5222,d,a,a,,,0,0
5223,d,,,,,0,0
5224,c,d,d,b,,0,0
5225,c,c,d,,,0,0
5226,b,a,b,c,a,0,0
5227,b,d,a,,,0,0
5228,d,b,c,,,0,0
5229,b,,,,,0,0
5230,b,c,,,,0,0
5231,a,d,,,,1,34
5232,d,c,b,,,0,0
5233,c,b,c,,,1,40
5234,b,d,a,c,,0,0
5235,b,b,a,,,1,32
5236,b,,,,,0,0
5237,d,a,b,,,0,0
5238,a,a,a,,,0,0
5239,b,,,,,0,0
5240,a,b,d,,,0,0
5241,c,a,b,a,c,0,0
5242,c,d,d,d,b,0,0
5243,a,d,d,a,,0,0
5244,b,b,b,c,d,0,0
5245,a,,,,,0,0
5246,b,,,,,0,0
5247,d,a,a,c,,1,34
5248,c,,,,,0,0
5249,d,a,d,,,0,0
5250,d,c,,,,1,33
5251,c,,,,,0,0
5252,d,c,,,,0,0
5253,a,,,,,0,0
5254,c,,,,,0,0
5255,d,a,,,,0,0
5256,c,a,d,a,,1,38
5257,c,a,,,,0,0
5258,b,b,d,b,b,0,0
5259,b,b,,,,0,0
5260,b,,,,,0,0
5261,b,c,a,c,a,0,0
5262,d,,,,,0,0
5263,a,b,d,d,c,0,0
5264,c,,,,,0,0
5265,a,d,d,,,0,0
5266,c,d,a,b,,1,43
5267,d,a,c,a,,0,0
5268,c,a,a,,,0,0
5269,a,b,d,d,b,1,49
5270,a,a,b,,,0,0
5271,d,b,c,b,,0,0
5272,a,,,,,1,38
5273,b,,,,,0,0
5274,b,d,b,a,d,0,0
5275,d,,,,,0,0
5276,a,b,d,b,,0,0
5277,d,b,c,,,0,0
5278,c,c,,,,0,0
5279,a,a,a,b,c,0,0
5280,a,d,c,b,,0,0
5281,d,,,,,0,0
5282,a,a,a,d,,0,0
5283,c,c,a,,,0,0
5284,c,a,c,b,,0,0
5285,a,c,d,,,0,0
5286,b,d,c,d,b,1,30
5287,a,,,,,0,0
5288,b,a,a,a,c,0,0
5289,b,b,b,,,0,0
5290,c,,,,,0,0
5291,d,c,a,d,b,0,0
5292,b,a,c,d,c,1,32
5293,c,a,c,d,d,0,0
5294,a,d,d,,,1,31
5295,c,d,,,,0,0
5296,a,c,a,d,,1,48
5297,c,c,b,c,,0,0
5298,b,,,,,0,0
5299,d,d,a,a,,0,0
5300,b,d,a,c,b,0,0
5301,c,b,a,c,a,0,0
5302,c,c,a,b,a,1,40
5303,c,a,c,a,,0,0
5304,c,d,,,,0,0
5305,d,d,b,,,0,0
5306,d,d,b,b,,1,48
5307,b,b,a,c,a,0,0
5308,a,d,c,b,d,1,32
5309,d,a,b,,,1,34
5310,b,d,a,b,c,0,0
5311,c,b,b,d,,1,34
5312,a,b,,,,0,0
5313,b,d,a,a,,1,48
5314,a,d,,,,0,0
5315,d,a,a,c,b,0,0
5316,d,a,,,,0,0
5317,d,b,c,a,,0,0
5318,c,c,d,b,,0,0
5319,d,a,b,a,a,0,0
5320,a,a,d,,,0,0
5321,c,b,b,c,c,0,0
5322,d,,,,,1,33
5323,a,a,,,,0,0
5324,d,b,c,,,0,0
5325,b,,,,,0,0
5326,d,,,,,0,0
5327,b,d,,,,0,0
5328,d,c,b,a,,0,0
5329,b,d,c,a,d,1,35
5330,a,b,,,,0,0
5331,c,d,d,,,0,0
5332,c,c,a,a,,1,32
5333,a,a,a,a,,0,0
5334,d,d,a,,,0,0
5335,a,,,,,0,0
5336,d,c,,,,0,0
5337,a,d,a,d,,1,32
5338,c,b,c,a,d,1,41
5339,b,,,,,0,0
5340,d,c,a,a,a,1,43
5341,d,b,d,c,c,0,0
5342,b,,,,,0,0
5343,a,,,,,0,0
5344,c,d,d,a,a,0,0
5345,d,c,,,,0,0
5346,c,c,d,b,,1,31
5347,c,,,,,0,0
5348,d,c,a,b,,0,0
5349,b,d,a,a,,0,0
5350,c,a,d,,,0,0
5351,a,a,,,,0,0
5352,b,a,a,c,c,1,47
5353,c,d,,,,1,47
5354,c,a,d,,,0,0
5355,b,a,b,,,0,0
5356,a,b,d,d,,0,0
5357,a,d,b,b,d,0,0
5358,d,d,a,,,0,0
5359,c,,,,,0,0
5360,d,,,,,0,0
5361,a,c,c,a,c,1,44
5362,d,d,,,,0,0
5363,b,a,c,,,1,44
5364,c,d,c,,,0,0
5365,a,d,b,,,0,0
5366,b,b,d,,,0,0
5367,d,b,c,d,d,1,49
5368,d,a,,,,1,45
5369,b,a,,,,0,0
5370,c,a,c,,,1,46
5371,b,c,d,,,0,0
5372,b,a,a,d,a,0,0
5373,d,d,d,,,1,47
5374,c,a,,,,0,0
5375,c,,,,,0,0
5376,c,d,b,a,d,1,40
5377,c,a,,,,0,0
5378,c,b,d,,,0,0
5379,a,c,b,,,0,0
5380,d,,,,,0,0
5381,b,b,b,,,0,0
5382,c,a,a,,,0,0
5383,b,d,b,,,1,38
5384,d,d,c,b,c,0,0
5385,d,c,a,b,b,1,49
5386,c,a,a,,,0,0
5387,a,b,c,a,,0,0
5388,b,a,,,,0,0
5389,a,c,a,,,0,0
5390,d,,,,,0,0
5391,c,b,,,,0,0
5392,d,d,c,a,,0,0
5393,a,b,,,,0,0
5394,a,b,b,c,,1,31
5395,b,a,b,,,0,0
5396,d,c,b,d,a,0,0
5397,a,,,,,0,0
5398,a,,,,,1,35
5399,b,,,,,0,0
5400,d,d,c,d,,0,0
5401,a,,,,,0,0
5402,c,,,,,0,0
5403,b,b,,,,0,0
5404,c,b,d,a,,0,0
5405,d,d,d,,,0,0
5406,d,,,,,0,0
5407,b,c,c,b,,1,31
5408,a,a,d,d,,1,36
5409,d,a,,,,0,0
5410,d,c,,,,0,0
5411,b,d,d,,,0,0
5412,c,c,a,a,,0,0
5413,b,,,,,0,0
5414,b,a,,,,1,30
5415,b,c,b,,,0,0
5416,b,c,b,,,0,0
5417,b,a,,,,0,0
5418,d,d,b,b,a,0,0
5419,b,a,a,b,,1,46
5420,d,c,d,,,0,0
5421,d,c,a,c,b,1,47
5422,d,,,,,0,0
5423,a,b,a,,,0,0
5424,d,a,b,a,b,1,46
5425,b,b,a,d,b,0,0
5426,a,d,,,,0,0
5427,c,b,a,d,,0,0
5428,d,d,,,,0,0
5429,a,d,a,,,0,0
5430,a,,,,,0,0
5431,b,d,,,,0,0
5432,d,d,d,d,d,1,48
5433,d,d,a,a,a,1,31
5434,b,b,a,d,,1,37
5435,c,a,,,,0,0
5436,a,a,d,c,d,0,0
5437,d,,,,,0,0
5438,a,c,a,a,b,0,0
5439,c,a,,,,0,0
5440,a,d,c,,,0,0
5441,d,,,,,0,0
5442,d,a,a,b,b,0,0
5443,b,d,,,,1,30
5444,b,d,a,,,0,0
5445,d,b,a,b,,0,0
5446,c,a,,,,0,0
5447,d,b,,,,0,0
5448,c,c,b,b,a,0,0
5449,d,a,d,a,,0,0
5450,b,d,a,d,,0,0
5451,b,b,d,,,1,38
5452,c,b,a,c,a,0,0
5453,c,b,c,b,,1,35
5454,d,,,,,1,50
5455,c,b,c,d,,1,31
5456,a,,,,,0,0
5457,b,a,d,,,0,0
5458,a,,,,,1,40
5459,b,a,d,c,b,1,38
5460,a,b,b,a,,0,0
5461,c,d,,,,0,0
5462,a,c,c,d,d,0,0
5463,c,a,c,c,,0,0
5464,d,d,a,d,a,0,0
5465,c,d,d,d,,0,0
5466,c,d,b,d,d,1,47
5467,a,a,,,,0,0
5468,d,c,d,d,,0,0
5469,c,d,,,,0,0
5470,d,a,d,b,c,1,48
5471,a,d,b,,,0,0
5472,b,b,c,b,d,1,37
5473,d,b,c,b,c,0,0
5474,a,a,a,c,b,0,0
5475,b,d,d,,,0,0
5476,a,d,a,,,0,0
5477,a,b,,,,1,44
5478,c,d,,,,1,44
5479,c,d,c,c,,0,0
5480,d,,,,,1,44
5481,d,a,c,a,,1,45
5482,a,b,d,a,b,0,0
5483,b,c,d,c,,0,0
5484,b,b,,,,0,0
5485,b,d,c,,,0,0
5486,a,a,,,,0,0
5487,d,,,,,0,0
5488,b,d,d,,,0,0
5489,a,,,,,0,0
5490,c,,,,,0,0
5491,a,,,,,0,0
5492,c,,,,,0,0
5493,a,c,b,a,d,0,0
5494,b,,,,,0,0
5495,a,b,d,c,,0,0
5496,d,a,b,b,c,0,0
5497,c,d,c,,,1,49
5498,a,b,,,,0,0
5499,a,,,,,0,0
5500,d,a,d,,,0,0
5501,a,,,,,1,32
5502,b,b,a,d,,0,0
5503,b,c,c,,,1,33
5504,b,d,c,c,,1,30
5505,b,,,,,0,0
5506,b,c,,,,0,0
5507,c,,,,,1,37
5508,a,c,d,a,,0,0
5509,b,a,,,,1,37
5510,a,,,,,1,48
5511,b,,,,,0,0
5512,c,a,b,,,0,0
5513,a,,,,,1,46
5514,c,d,a,d,,1,50
5515,a,c,c,,,0,0
5516,a,,,,,1,33
5517,c,c,c,c,a,0,0
5518,a,d,,,,0,0
5519,d,d,a,b,a,0,0
5520,c,c,c,d,,0,0
5521,b,,,,,0,0
5522,a,a,c,,,0,0
5523,c,a,,,,0,0
5524,d,c,a,d,b,0,0
5525,b,d,,,,0,0
5526,b,c,,,,0,0
5527,b,,,,,0,0
5528,d,a,a,,,0,0
5529,b,c,d,,,1,49
5530,a,,,,,0,0
5531,b,a,b,d,,0,0
5532,c,c,b,d,b,1,45
5533,d,,,,,0,0
5534,b,d,b,,,1,31
5535,c,d,,,,0,0
5536,a,c,b,a,,1,49
5537,b,a,c,b,,1,45
5538,a,b,b,b,c,0,0
5539,a,,,,,0,0
5540,c,b,,,,0,0
5541,d,c,,,,0,0
5542,b,d,,,,0,0
5543,b,c,b,a,,0,0
5544,d,c,,,,1,36
5545,d,,,,,0,0
5546,a,a,,,,0,0
5547,d,,,,,0,0
5548,c,a,b,,,1,39
5549,d,c,a,b,,0,0
5550,c,d,a,d,,1,33
5551,a,a,,,,0,0
5552,a,b,b,a,,0,0
5553,c,c,,,,0,0
5554,b,b,b,,,0,0
5555,d,a,c,d,,0,0
5556,c,d,,,,0,0
5557,a,a,c,c,c,1,47
5558,a,d,,,,0,0
5559,c,,,,,0,0
5560,c,,,,,0,0
5561,b,c,b,b,c,1,49
5562,c,a,a,b,,0,0
5563,a,b,c,b,d,1,34
5564,b,b,b,b,,0,0
5565,c,c,a,d,d,1,45
5566,c,d,b,,,0,0
5567,b,b,a,,,0,0
5568,b,b,b,c,c,1,37
5569,b,c,c,,,0,0
5570,c,a,b,b,a,1,38
5571,c,,,,,0,0
5572,d,,,,,0,0
5573,d,d,,,,0,0
5574,b,c,b,d,d,0,0
5575,d,c,b,,,0,0
5576,a,a,a,c,d,0,0
5577,d,d,,,,0,0
5578,a,b,b,,,1,41
5579,b,b,,,,1,48
5580,c,,,,,0,0
5581,c,d,,,,1,49
5582,c,,,,,0,0
5583,a,,,,,0,0
5584,c,c,c,,,0,0
5585,c,d,a,a,c,0,0
5586,b,c,b,,,0,0
5587,b,d,b,,,0,0
5588,d,a,c,,,0,0
5589,b,c,a,d,,0,0
5590,a,,,,,0,0
5591,a,,,,,0,0
5592,a,b,a,c,,0,0
5593,b,,,,,0,0
5594,a,,,,,0,0
5595,a,d,a,d,,0,0
5596,c,,,,,0,0
5597,a,a,b,b,c,1,41
5598,a,c,a,b,,0,0
5599,b,d,c,,,0,0
5600,c,,,,,0,0
5601,d,c,d,,,0,0
5602,d,c,,,,0,0
5603,c,c,,,,0,0
5604,d,d,,,,0,0
5605,c,c,a,,,0,0
5606,a,b,d,,,1,38
5607,a,d,a,b,a,0,0
5608,c,d,c,,,0,0
5609,d,d,,,,0,0
5610,c,d,a,,,0,0
5611,b,b,a,a,,0,0
5612,d,a,b,b,d,1,38
5613,d,,,,,0,0
5614,b,c,d,,,0,0
5615,c,,,,,0,0
5616,d,a,c,b,,0,0
5617,d,,,,,0,0
5618,d,d,,,,0,0
5619,c,c,b,,,0,0
5620,b,b,d,b,c,1,35
5621,b,d,d,a,,0,0
5622,c,,,,,0,0
5623,d,a,,,,0,0
5624,d,a,b,,,1,37
5625,a,a,c,a,,1,49
5626,c,a,a,d,c,0,0
5627,d,d,c,b,c,1,37
5628,b,,,,,0,0
5629,a,a,c,b,,0,0
5630,b,b,,,,0,0
5631,a,a,,,,0,0
5632,b,c,c,d,,0,0
5633,b,a,,,,0,0
5634,a,,,,,0,0
5635,d,c,,,,0,0
5636,a,b,,,,1,31
5637,b,b,b,c,c,0,0
5638,d,d,a,b,d,0,0
5639,b,b,a,,,0,0
5640,b,,,,,0,0
5641,c,d,,,,0,0
5642,d,c,d,,,0,0
5643,a,b,d,d,,0,0
5644,b,d,,,,0,0
5645,c,d,d,a,,0,0
5646,a,d,,,,0,0
5647,a,d,d,,,0,0
5648,a,d,b,b,b,0,0
5649,a,b,,,,0,0
5650,d,d,b,b,,0,0
5651,d,a,a,c,,0,0
5652,d,d,a,a,,0,0
5653,b,,,,,0,0
5654,d,a,a,,,0,0
5655,d,,,,,0,0
5656,d,d,d,c,,0,0
5657,d,b,d,c,a,0,0
5658,d,d,a,b,a,0,0
5659,b,c,,,,0,0
5660,d,c,c,,,0,0
5661,c,c,c,c,,0,0
5662,b,a,,,,0,0
5663,a,b,b,d,b,0,0
5664,a,b,,,,0,0
5665,a,,,,,0,0
5666,a,a,c,c,d,0,0
5667,d,d,b,,,0,0
